,No,Text,Label,tokens,tokens_fdist,normalized,tokens_stemmed
709,710,kok bisa sih orangorang gak merasa bersalah dateng gak tepat waktu gue sebagai orang yang selalu tepat waktu ngerasa kalo waktu gue terbuang siasia,3,"['kok', 'bisa', 'sih', 'orangorang', 'gak', 'merasa', 'bersalah', 'dateng', 'gak', 'tepat', 'waktu', 'gue', 'sebagai', 'orang', 'yang', 'selalu', 'tepat', 'waktu', 'ngerasa', 'kalo', 'waktu', 'gue', 'terbuang', 'siasia']","['orangorang', 'bersalah', 'dateng', 'gue', 'orang', 'ngerasa', 'gue', 'terbuang', 'siasia']","['kok', 'bisa', 'sih', 'orangorang', 'tidak', 'merasa', 'bersalah', 'dateng', 'tidak', 'tepat', 'waktu', 'saya', 'sebagai', 'orang', 'yang', 'selalu', 'tepat', 'waktu', 'ngerasa', 'kalau', 'waktu', 'saya', 'terbuang', 'siasia']","['kok', 'bisa', 'sih', 'orangorang', 'tidak', 'rasa', 'salah', 'dateng', 'tidak', 'tepat', 'waktu', 'saya', 'bagai', 'orang', 'yang', 'selalu', 'tepat', 'waktu', 'ngerasa', 'kalau', 'waktu', 'saya', 'buang', 'siasia']"
710,711,gue selalu berusaha buat memberikan yang terbaik sih gue mau atasan dan rekan kerja ngerasa puas dengan kinerja gue,3,"['gue', 'selalu', 'berusaha', 'buat', 'memberikan', 'yang', 'terbaik', 'sih', 'gue', 'mau', 'atasan', 'dan', 'rekan', 'kerja', 'ngerasa', 'puas', 'dengan', 'kinerja', 'gue']","['gue', 'berusaha', 'terbaik', 'gue', 'atasan', 'rekan', 'kerja', 'ngerasa', 'puas', 'kinerja', 'gue']","['saya', 'selalu', 'berusaha', 'buat', 'memberikan', 'yang', 'terbaik', 'sih', 'saya', 'mau', 'atasan', 'dan', 'rekan', 'kerja', 'ngerasa', 'puas', 'dengan', 'kinerja', 'saya']","['saya', 'selalu', 'usaha', 'buat', 'beri', 'yang', 'baik', 'sih', 'saya', 'mau', 'atas', 'dan', 'rekan', 'kerja', 'ngerasa', 'puas', 'dengan', 'kerja', 'saya']"
711,712,aku suka bekerja dengan orangorang yang teliti dan bertanggung jawab aku merasa lebih nyaman bekerja sama dengan orang yang sama denganku,3,"['aku', 'suka', 'bekerja', 'dengan', 'orangorang', 'yang', 'teliti', 'dan', 'bertanggung', 'jawab', 'aku', 'merasa', 'lebih', 'nyaman', 'bekerja', 'sama', 'dengan', 'orang', 'yang', 'sama', 'denganku']","['suka', 'orangorang', 'teliti', 'bertanggung', 'nyaman', 'orang', 'denganku']","['saya', 'suka', 'bekerja', 'dengan', 'orangorang', 'yang', 'teliti', 'dan', 'bertanggung', 'jawab', 'saya', 'merasa', 'lebih', 'nyaman', 'bekerja', 'sama', 'dengan', 'orang', 'yang', 'sama', 'denganku']","['saya', 'suka', 'kerja', 'dengan', 'orangorang', 'yang', 'teliti', 'dan', 'tanggung', 'jawab', 'saya', 'rasa', 'lebih', 'nyaman', 'kerja', 'sama', 'dengan', 'orang', 'yang', 'sama', 'dengan']"
712,713,aku suka kalau barangbarangku rapi aku merasa lebih tenang dan fokus ketika sekitarku tertata rapi,3,"['aku', 'suka', 'kalau', 'barangbarangku', 'rapi', 'aku', 'merasa', 'lebih', 'tenang', 'dan', 'fokus', 'ketika', 'sekitarku', 'tertata', 'rapi']","['suka', 'barangbarangku', 'rapi', 'tenang', 'fokus', 'sekitarku', 'tertata', 'rapi']","['saya', 'suka', 'kalau', 'barangbarangku', 'rapi', 'saya', 'merasa', 'lebih', 'tenang', 'dan', 'fokus', 'ketika', 'sekitarku', 'tertata', 'rapi']","['saya', 'suka', 'kalau', 'barangbarangku', 'rapi', 'saya', 'rasa', 'lebih', 'tenang', 'dan', 'fokus', 'ketika', 'sekitar', 'tata', 'rapi']"
713,714,jujur gue gasuka buangbuang waktu buat hal yan gak perlu gue lebih baik produktif karena lebih berguna aja buat hidup gue,3,"['jujur', 'gue', 'gasuka', 'buangbuang', 'waktu', 'buat', 'hal', 'yan', 'gak', 'perlu', 'gue', 'lebih', 'baik', 'produktif', 'karena', 'lebih', 'berguna', 'aja', 'buat', 'hidup', 'gue']","['jujur', 'gue', 'gasuka', 'buangbuang', 'yan', 'gue', 'produktif', 'berguna', 'hidup', 'gue']","['jujur', 'saya', 'gasuka', 'buangbuang', 'waktu', 'buat', 'hal', 'yan', 'tidak', 'perlu', 'saya', 'lebih', 'baik', 'produktif', 'karena', 'lebih', 'berguna', 'saja', 'buat', 'hidup', 'saya']","['jujur', 'saya', 'gasuka', 'buangbuang', 'waktu', 'buat', 'hal', 'yan', 'tidak', 'perlu', 'saya', 'lebih', 'baik', 'produktif', 'karena', 'lebih', 'guna', 'saja', 'buat', 'hidup', 'saya']"
714,715,aku selalu berusaha untuk hemat dan efisien aku tidak suka menghabiskan uang untuk halhal yang tidak aku butuhkan,3,"['aku', 'selalu', 'berusaha', 'untuk', 'hemat', 'dan', 'efisien', 'aku', 'tidak', 'suka', 'menghabiskan', 'uang', 'untuk', 'halhal', 'yang', 'tidak', 'aku', 'butuhkan']","['berusaha', 'hemat', 'efisien', 'suka', 'menghabiskan', 'uang', 'halhal', 'butuhkan']","['saya', 'selalu', 'berusaha', 'untuk', 'hemat', 'dan', 'efisien', 'saya', 'tidak', 'suka', 'menghabiskan', 'uang', 'untuk', 'halhal', 'yang', 'tidak', 'saya', 'butuhkan']","['saya', 'selalu', 'usaha', 'untuk', 'hemat', 'dan', 'efisien', 'saya', 'tidak', 'suka', 'habis', 'uang', 'untuk', 'halhal', 'yang', 'tidak', 'saya', 'butuh']"
715,716,aku lebih suka merencanakan acara daripada pergi ke acara spontan aku suka memastikan semuanya terorganisir dengan baik apa ada yang sama kayak aku,3,"['aku', 'lebih', 'suka', 'merencanakan', 'acara', 'daripada', 'pergi', 'ke', 'acara', 'spontan', 'aku', 'suka', 'memastikan', 'semuanya', 'terorganisir', 'dengan', 'baik', 'apa', 'ada', 'yang', 'sama', 'kayak', 'aku']","['suka', 'merencanakan', 'acara', 'pergi', 'acara', 'spontan', 'suka', 'terorganisir', 'kayak']","['saya', 'lebih', 'suka', 'merencanakan', 'acara', 'daripada', 'pergi', 'ke', 'acara', 'spontan', 'saya', 'suka', 'memastikan', 'semuanya', 'terorganisir', 'dengan', 'baik', 'apa', 'ada', 'yang', 'sama', 'seperti', 'saya']","['saya', 'lebih', 'suka', 'rencana', 'acara', 'daripada', 'pergi', 'ke', 'acara', 'spontan', 'saya', 'suka', 'pasti', 'semua', 'organisir', 'dengan', 'baik', 'apa', 'ada', 'yang', 'sama', 'seperti', 'saya']"
716,717,aku pengen mencapai tujuanku dalam tahun aku sudah membuat rencana dan aku yakin aku bisa mencapainya,3,"['aku', 'pengen', 'mencapai', 'tujuanku', 'dalam', 'tahun', 'aku', 'sudah', 'membuat', 'rencana', 'dan', 'aku', 'yakin', 'aku', 'bisa', 'mencapainya']","['pengen', 'mencapai', 'tujuanku', 'rencana', 'mencapainya']","['saya', 'pengen', 'mencapai', 'tujuanku', 'dalam', 'tahun', 'saya', 'sudah', 'membuat', 'rencana', 'dan', 'saya', 'yakin', 'saya', 'bisa', 'mencapainya']","['saya', 'ken', 'capai', 'tuju', 'dalam', 'tahun', 'saya', 'sudah', 'buat', 'rencana', 'dan', 'saya', 'yakin', 'saya', 'bisa', 'capa']"
717,718,aku tidak mudah menyerah ketika dihadapkan dengan tantangan aku selalu berusaha untuk menemukan cara untuk mengatasinya,3,"['aku', 'tidak', 'mudah', 'menyerah', 'ketika', 'dihadapkan', 'dengan', 'tantangan', 'aku', 'selalu', 'berusaha', 'untuk', 'menemukan', 'cara', 'untuk', 'mengatasinya']","['mudah', 'menyerah', 'dihadapkan', 'tantangan', 'berusaha', 'menemukan', 'mengatasinya']","['saya', 'tidak', 'mudah', 'menyerah', 'ketika', 'dihadapkan', 'dengan', 'tantangan', 'saya', 'selalu', 'berusaha', 'untuk', 'menemukan', 'cara', 'untuk', 'mengatasinya']","['saya', 'tidak', 'mudah', 'serah', 'ketika', 'hadap', 'dengan', 'tantang', 'saya', 'selalu', 'usaha', 'untuk', 'temu', 'cara', 'untuk', 'atas']"
718,719,biar gak belanja macemmacem gue mau bikin list apaapa aja yang harus gue beli sebelum belanja,3,"['biar', 'gak', 'belanja', 'macemmacem', 'gue', 'mau', 'bikin', 'list', 'apaapa', 'aja', 'yang', 'harus', 'gue', 'beli', 'sebelum', 'belanja']","['belanja', 'macemmacem', 'gue', 'list', 'apaapa', 'gue', 'beli', 'belanja']","['biar', 'tidak', 'belanja', 'macemmacem', 'saya', 'mau', 'bikin', 'list', 'apaapa', 'saja', 'yang', 'harus', 'saya', 'beli', 'sebelum', 'belanja']","['biar', 'tidak', 'belanja', 'macemmacem', 'saya', 'mau', 'bikin', 'list', 'apaapa', 'saja', 'yang', 'harus', 'saya', 'beli', 'belum', 'belanja']"
719,720,baru habis gajian setelah liat wishlist ternyata banyak banget yang mau gue beli gak jadi deh mending gue tabung aja uangnya,3,"['baru', 'habis', 'gajian', 'setelah', 'liat', 'wishlist', 'ternyata', 'banyak', 'banget', 'yang', 'mau', 'gue', 'beli', 'gak', 'jadi', 'deh', 'mending', 'gue', 'tabung', 'aja', 'uangnya']","['habis', 'gajian', 'liat', 'wishlist', 'banget', 'gue', 'beli', 'deh', 'mending', 'gue', 'tabung', 'uangnya']","['baru', 'habis', 'gajian', 'setelah', 'liat', 'wishlist', 'ternyata', 'banyak', 'banget', 'yang', 'mau', 'saya', 'beli', 'tidak', 'jadi', 'deh', 'mending', 'saya', 'tabung', 'saja', 'uangnya']","['baru', 'habis', 'gaji', 'telah', 'liat', 'wishlist', 'nyata', 'banyak', 'banget', 'yang', 'mau', 'saya', 'beli', 'tidak', 'jadi', 'deh', 'mending', 'saya', 'tabung', 'saja', 'uang']"
720,721,fokus sama diri sendiri perbaiki yang perlu diperbaiki lebih produktif isi waktu buat upgrade skill belajar hal baru,3,"['fokus', 'sama', 'diri', 'sendiri', 'perbaiki', 'yang', 'perlu', 'diperbaiki', 'lebih', 'produktif', 'isi', 'waktu', 'buat', 'upgrade', 'skill', 'belajar', 'hal', 'baru']","['fokus', 'perbaiki', 'diperbaiki', 'produktif', 'isi', 'upgrade', 'skill', 'belajar']","['fokus', 'sama', 'diri', 'sendiri', 'perbaiki', 'yang', 'perlu', 'diperbaiki', 'lebih', 'produktif', 'isi', 'waktu', 'buat', 'upgrade', 'skill', 'belajar', 'hal', 'baru']","['fokus', 'sama', 'diri', 'sendiri', 'baik', 'yang', 'perlu', 'baik', 'lebih', 'produktif', 'isi', 'waktu', 'buat', 'upgrade', 'skill', 'ajar', 'hal', 'baru']"
721,722,waktu paling enak buat belajar hal baru adalah ketika malam hari eksplorasi hal hal yg kita gatau dimedia manapun,3,"['waktu', 'paling', 'enak', 'buat', 'belajar', 'hal', 'baru', 'adalah', 'ketika', 'malam', 'hari', 'eksplorasi', 'hal', 'hal', 'yg', 'kita', 'gatau', 'dimedia', 'manapun']","['enak', 'belajar', 'malam', 'eksplorasi', 'gatau', 'dimedia', 'manapun']","['waktu', 'paling', 'enak', 'buat', 'belajar', 'hal', 'baru', 'adalah', 'ketika', 'malam', 'hari', 'eksplorasi', 'hal', 'hal', 'yang', 'kita', 'gatau', 'dimedia', 'manapun']","['waktu', 'paling', 'enak', 'buat', 'ajar', 'hal', 'baru', 'adalah', 'ketika', 'malam', 'hari', 'eksplorasi', 'hal', 'hal', 'yang', 'kita', 'gatau', 'media', 'mana']"
722,723,dulu gue rajin ikut organisasi karena biar banyak koneksi cari kesibukan belajar hal baru mengisi waktu luang,3,"['dulu', 'gue', 'rajin', 'ikut', 'organisasi', 'karena', 'biar', 'banyak', 'koneksi', 'cari', 'kesibukan', 'belajar', 'hal', 'baru', 'mengisi', 'waktu', 'luang']","['gue', 'rajin', 'organisasi', 'koneksi', 'cari', 'kesibukan', 'belajar', 'mengisi', 'luang']","['dulu', 'saya', 'rajin', 'ikut', 'organisasi', 'karena', 'biar', 'banyak', 'koneksi', 'cari', 'kesibukan', 'belajar', 'hal', 'baru', 'mengisi', 'waktu', 'luang']","['dulu', 'saya', 'rajin', 'ikut', 'organisasi', 'karena', 'biar', 'banyak', 'koneksi', 'cari', 'sibuk', 'ajar', 'hal', 'baru', 'isi', 'waktu', 'luang']"
723,724,seneng deh kalau belajar sesuatu dan ada progressnya semoga sampai tua gue nggak berhenti jadi orang yang suka belajar hal baru aamiin,3,"['seneng', 'deh', 'kalau', 'belajar', 'sesuatu', 'dan', 'ada', 'progressnya', 'semoga', 'sampai', 'tua', 'gue', 'nggak', 'berhenti', 'jadi', 'orang', 'yang', 'suka', 'belajar', 'hal', 'baru', 'aamiin']","['seneng', 'deh', 'belajar', 'progressnya', 'semoga', 'tua', 'gue', 'nggak', 'berhenti', 'orang', 'suka', 'belajar', 'aamiin']","['seneng', 'deh', 'kalau', 'belajar', 'sesuatu', 'dan', 'ada', 'progressnya', 'semoga', 'sampai', 'tua', 'saya', 'nggak', 'berhenti', 'jadi', 'orang', 'yang', 'suka', 'belajar', 'hal', 'baru', 'aamiin']","['neng', 'deh', 'kalau', 'ajar', 'sesuatu', 'dan', 'ada', 'progressnya', 'moga', 'sampai', 'tua', 'saya', 'nggak', 'henti', 'jadi', 'orang', 'yang', 'suka', 'ajar', 'hal', 'baru', 'aamiin']"
724,725,gue gak nyesel pernah ikut kepanitiaan pkkmb ini garagara ikut ini gue jadi banyak temen dari berbagai fakultas,3,"['gue', 'gak', 'nyesel', 'pernah', 'ikut', 'kepanitiaan', 'pkkmb', 'ini', 'garagara', 'ikut', 'ini', 'gue', 'jadi', 'banyak', 'temen', 'dari', 'berbagai', 'fakultas']","['gue', 'nyesel', 'kepanitiaan', 'pkkmb', 'garagara', 'gue', 'temen', 'fakultas']","['saya', 'tidak', 'nyesel', 'pernah', 'ikut', 'kepanitiaan', 'pkkmb', 'ini', 'garagara', 'ikut', 'ini', 'saya', 'jadi', 'banyak', 'temen', 'dari', 'berbagai', 'fakultas']","['saya', 'tidak', 'nyesel', 'pernah', 'ikut', 'panitia', 'pkkmb', 'ini', 'garagara', 'ikut', 'ini', 'saya', 'jadi', 'banyak', 'temen', 'dari', 'bagai', 'fakultas']"
725,726,seminar kemarin seru banget gue jadi nambah temen sekaligus pengalaman yang emang gue caricari selama ini,3,"['seminar', 'kemarin', 'seru', 'banget', 'gue', 'jadi', 'nambah', 'temen', 'sekaligus', 'pengalaman', 'yang', 'emang', 'gue', 'caricari', 'selama', 'ini']","['seminar', 'kemarin', 'seru', 'banget', 'gue', 'nambah', 'temen', 'pengalaman', 'emang', 'gue', 'caricari']","['seminar', 'kemarin', 'seru', 'banget', 'saya', 'jadi', 'tambah', 'temen', 'sekaligus', 'pengalaman', 'yang', 'emang', 'saya', 'caricari', 'selama', 'ini']","['seminar', 'kemarin', 'seru', 'banget', 'saya', 'jadi', 'tambah', 'temen', 'sekaligus', 'alam', 'yang', 'emang', 'saya', 'caricari', 'lama', 'ini']"
726,727,to do list ini enaknya dibuat perhari perminggu atau perbulan ya,3,"['to', 'do', 'list', 'ini', 'enaknya', 'dibuat', 'perhari', 'perminggu', 'atau', 'perbulan', 'ya']","['to', 'do', 'list', 'enaknya', 'perhari', 'perminggu', 'perbulan']","['to', 'do', 'list', 'ini', 'enaknya', 'dibuat', 'perhari', 'perminggu', 'atau', 'perbulan', 'ya']","['to', 'do', 'list', 'ini', 'enak', 'buat', 'hari', 'minggu', 'atau', 'bulan', 'ya']"
727,728,mau bantu temen buat bikin timeline himpunan biar orangorang yang ikut himpunan gak ngerasa kalau waktunya terbuang siasia,3,"['mau', 'bantu', 'temen', 'buat', 'bikin', 'timeline', 'himpunan', 'biar', 'orangorang', 'yang', 'ikut', 'himpunan', 'gak', 'ngerasa', 'kalau', 'waktunya', 'terbuang', 'siasia']","['bantu', 'temen', 'timeline', 'himpunan', 'orangorang', 'himpunan', 'ngerasa', 'terbuang', 'siasia']","['mau', 'bantu', 'temen', 'buat', 'bikin', 'timeline', 'himpunan', 'biar', 'orangorang', 'yang', 'ikut', 'himpunan', 'tidak', 'ngerasa', 'kalau', 'waktunya', 'terbuang', 'siasia']","['mau', 'bantu', 'temen', 'buat', 'bikin', 'timeline', 'himpun', 'biar', 'orangorang', 'yang', 'ikut', 'himpun', 'tidak', 'ngerasa', 'kalau', 'waktu', 'buang', 'siasia']"
728,729,seru banget sumpah rapihrapihin barang dan nyusun sesuai warnanya,3,"['seru', 'banget', 'sumpah', 'rapihrapihin', 'barang', 'dan', 'nyusun', 'sesuai', 'warnanya']","['seru', 'banget', 'sumpah', 'rapihrapihin', 'barang', 'nyusun', 'sesuai', 'warnanya']","['seru', 'banget', 'sumpah', 'rapihrapihin', 'barang', 'dan', 'nyusun', 'sesuai', 'warnanya']","['seru', 'banget', 'sumpah', 'rapihrapihin', 'barang', 'dan', 'nyusun', 'sesuai', 'warna']"
729,730,abis promosiin jasa edit di platform lain selain twitter doain rame yan gliat ya tementemen,3,"['abis', 'promosiin', 'jasa', 'edit', 'di', 'platform', 'lain', 'selain', 'twitter', 'doain', 'rame', 'yan', 'gliat', 'ya', 'tementemen']","['abis', 'promosiin', 'jasa', 'edit', 'platform', 'twitter', 'doain', 'rame', 'yan', 'gliat', 'tementemen']","['abis', 'promosiin', 'jasa', 'edit', 'di', 'platform', 'lain', 'selain', 'twitter', 'doain', 'rame', 'yan', 'gliat', 'ya', 'tementemen']","['abis', 'promosiin', 'jasa', 'edit', 'di', 'platform', 'lain', 'selain', 'twitter', 'doain', 'rame', 'yan', 'gliat', 'ya', 'tementemen']"
730,731,ternyata baca buku di waktu luang sambil denger instrumen classic itu menenangkan banget,3,"['ternyata', 'baca', 'buku', 'di', 'waktu', 'luang', 'sambil', 'denger', 'instrumen', 'classic', 'itu', 'menenangkan', 'banget']","['baca', 'buku', 'luang', 'denger', 'instrumen', 'classic', 'menenangkan', 'banget']","['ternyata', 'baca', 'buku', 'di', 'waktu', 'luang', 'sambil', 'denger', 'instrumen', 'classic', 'itu', 'menenangkan', 'banget']","['nyata', 'baca', 'buku', 'di', 'waktu', 'luang', 'sambil', 'denger', 'instrumen', 'classic', 'itu', 'tenang', 'banget']"
731,732,abis nyortir aplikasi di handphone biar kelihatan lebih tertata dan mudah dicari hehehe,3,"['abis', 'nyortir', 'aplikasi', 'di', 'handphone', 'biar', 'kelihatan', 'lebih', 'tertata', 'dan', 'mudah', 'dicari', 'hehehe']","['abis', 'nyortir', 'aplikasi', 'handphone', 'tertata', 'mudah', 'dicari', 'hehehe']","['abis', 'nyortir', 'aplikasi', 'di', 'handphone', 'biar', 'kelihatan', 'lebih', 'tertata', 'dan', 'mudah', 'dicari', 'hehehe']","['abis', 'nyortir', 'aplikasi', 'di', 'handphone', 'biar', 'lihat', 'lebih', 'tata', 'dan', 'mudah', 'cari', 'hehehe']"
732,733,hari ini aku mau menyelesaikan project biar besok pas bootcamp udah gak ngerasa ganjel karena udah selesai,3,"['hari', 'ini', 'aku', 'mau', 'menyelesaikan', 'project', 'biar', 'besok', 'pas', 'bootcamp', 'udah', 'gak', 'ngerasa', 'ganjel', 'karena', 'udah', 'selesai']","['menyelesaikan', 'project', 'besok', 'pas', 'bootcamp', 'udah', 'ngerasa', 'ganjel', 'udah', 'selesai']","['hari', 'ini', 'saya', 'mau', 'menyelesaikan', 'project', 'biar', 'besok', 'pas', 'bootcamp', 'sudah', 'tidak', 'ngerasa', 'ganjel', 'karena', 'sudah', 'selesai']","['hari', 'ini', 'saya', 'mau', 'selesai', 'project', 'biar', 'besok', 'pas', 'bootcamp', 'sudah', 'tidak', 'ngerasa', 'ganjel', 'karena', 'sudah', 'selesai']"
733,734,semester depan aku mau ambil sks biar nanti di semester selanjutnya aku bisa santai,3,"['semester', 'depan', 'aku', 'mau', 'ambil', 'sks', 'biar', 'nanti', 'di', 'semester', 'selanjutnya', 'aku', 'bisa', 'santai']","['semester', 'ambil', 'sks', 'semester', 'santai']","['semester', 'depan', 'saya', 'mau', 'ambil', 'sks', 'biar', 'nanti', 'di', 'semester', 'selanjutnya', 'saya', 'bisa', 'santai']","['semester', 'depan', 'saya', 'mau', 'ambil', 'sks', 'biar', 'nanti', 'di', 'semester', 'lanjut', 'saya', 'bisa', 'santai']"
734,735,list hari ini adalah bangun pagi dan siapsiap buat bootcamp,3,"['list', 'hari', 'ini', 'adalah', 'bangun', 'pagi', 'dan', 'siapsiap', 'buat', 'bootcamp']","['list', 'bangun', 'pagi', 'siapsiap', 'bootcamp']","['list', 'hari', 'ini', 'adalah', 'bangun', 'pagi', 'dan', 'siapsiap', 'buat', 'bootcamp']","['list', 'hari', 'ini', 'adalah', 'bangun', 'pagi', 'dan', 'siapsiap', 'buat', 'bootcamp']"
735,736,temenku bisa jadi asprak dan asdos secara bersamaan aku juga harus bisa,3,"['temenku', 'bisa', 'jadi', 'asprak', 'dan', 'asdos', 'secara', 'bersamaan', 'aku', 'juga', 'harus', 'bisa']","['temenku', 'asprak', 'asdos', 'bersamaan']","['temenku', 'bisa', 'jadi', 'asprak', 'dan', 'asdos', 'secara', 'bersamaan', 'saya', 'juga', 'harus', 'bisa']","['temenku', 'bisa', 'jadi', 'asprak', 'dan', 'asdos', 'cara', 'sama', 'saya', 'juga', 'harus', 'bisa']"
736,737,kesempatan emang gak dateng dua kali tapi ini terlalu riskan kalau gegabah aku harus berpikir secara matang,3,"['kesempatan', 'emang', 'gak', 'dateng', 'dua', 'kali', 'tapi', 'ini', 'terlalu', 'riskan', 'kalau', 'gegabah', 'aku', 'harus', 'berpikir', 'secara', 'matang']","['kesempatan', 'emang', 'dateng', 'kali', 'riskan', 'gegabah', 'berpikir', 'matang']","['kesempatan', 'emang', 'tidak', 'dateng', 'dua', 'kali', 'tetapi', 'ini', 'terlalu', 'riskan', 'kalau', 'gegabah', 'saya', 'harus', 'berpikir', 'secara', 'matang']","['sempat', 'emang', 'tidak', 'dateng', 'dua', 'kali', 'tetapi', 'ini', 'terlalu', 'riskan', 'kalau', 'gegabah', 'saya', 'harus', 'pikir', 'cara', 'matang']"
737,738,aku baru aja menerima tawaran kakakku buat bantuin dia jadi model katalognya dia aku yakin kalau aku bisa makanya aku iyain aja tawarannya,3,"['aku', 'baru', 'aja', 'menerima', 'tawaran', 'kakakku', 'buat', 'bantuin', 'dia', 'jadi', 'model', 'katalognya', 'dia', 'aku', 'yakin', 'kalau', 'aku', 'bisa', 'makanya', 'aku', 'iyain', 'aja', 'tawarannya']","['menerima', 'tawaran', 'kakakku', 'bantuin', 'model', 'katalognya', 'iyain', 'tawarannya']","['saya', 'baru', 'saja', 'menerima', 'tawaran', 'kakakku', 'buat', 'bantuin', 'dia', 'jadi', 'model', 'katalognya', 'dia', 'saya', 'yakin', 'kalau', 'saya', 'bisa', 'makanya', 'saya', 'iyain', 'saja', 'tawarannya']","['saya', 'baru', 'saja', 'terima', 'tawar', 'kakak', 'buat', 'bantuin', 'dia', 'jadi', 'model', 'katalog', 'dia', 'saya', 'yakin', 'kalau', 'saya', 'bisa', 'makanya', 'saya', 'iyain', 'saja', 'tawar']"
738,739,bayangin gimana nanti kita di masa depan kalau semisal dari sekarang kerjaan kita cuma malesmalesan jauh dari kata sukses itu mah,3,"['bayangin', 'gimana', 'nanti', 'kita', 'di', 'masa', 'depan', 'kalau', 'semisal', 'dari', 'sekarang', 'kerjaan', 'kita', 'cuma', 'malesmalesan', 'jauh', 'dari', 'kata', 'sukses', 'itu', 'mah']","['bayangin', 'gimana', 'kerjaan', 'malesmalesan', 'sukses', 'mah']","['bayangin', 'bagaimana', 'nanti', 'kita', 'di', 'masa', 'depan', 'kalau', 'semisal', 'dari', 'sekarang', 'kerjaan', 'kita', 'cuma', 'malesmalesan', 'jauh', 'dari', 'kata', 'sukses', 'itu', 'mah']","['bayangin', 'bagaimana', 'nanti', 'kita', 'di', 'masa', 'depan', 'kalau', 'misal', 'dari', 'sekarang', 'kerja', 'kita', 'cuma', 'malesmalesan', 'jauh', 'dari', 'kata', 'sukses', 'itu', 'mah']"
739,740,sore ini mau belajar tentang cyber security dan malemnya aku mau baca novel deh biar otakku fresh,3,"['sore', 'ini', 'mau', 'belajar', 'tentang', 'cyber', 'security', 'dan', 'malemnya', 'aku', 'mau', 'baca', 'novel', 'deh', 'biar', 'otakku', 'fresh']","['sore', 'belajar', 'cyber', 'security', 'malemnya', 'baca', 'novel', 'deh', 'otakku', 'fresh']","['sore', 'ini', 'mau', 'belajar', 'tentang', 'cyber', 'security', 'dan', 'malemnya', 'saya', 'mau', 'baca', 'novel', 'deh', 'biar', 'otakku', 'fresh']","['sore', 'ini', 'mau', 'ajar', 'tentang', 'cyber', 'security', 'dan', 'malemnya', 'saya', 'mau', 'baca', 'novel', 'deh', 'biar', 'otak', 'fresh']"
740,741,habis ditunjuk jadi koordinator acara karena kinerjaku di kepanitiaan sebelumnya bersyukur banget,3,"['habis', 'ditunjuk', 'jadi', 'koordinator', 'acara', 'karena', 'kinerjaku', 'di', 'kepanitiaan', 'sebelumnya', 'bersyukur', 'banget']","['habis', 'koordinator', 'acara', 'kinerjaku', 'kepanitiaan', 'bersyukur', 'banget']","['habis', 'ditunjuk', 'jadi', 'koordinator', 'acara', 'karena', 'kinerjaku', 'di', 'kepanitiaan', 'sebelumnya', 'bersyukur', 'banget']","['habis', 'tunjuk', 'jadi', 'koordinator', 'acara', 'karena', 'kerja', 'di', 'panitia', 'belum', 'syukur', 'banget']"
