EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,tokens,tokens_fdist,normalized
sapa yang mau bawain gue bunga mumpung di dpn kampus banyak yang jualan nih hihi,"ayo kita bantu saudara kita yang lagi kesusahan, walaupun sedikit dari kita, bisa berarti besar bagi mereka","buat kalian yang mau ikut kompetisi, kompetisi bikin kita jadi lebih baik. jangan takut bersaing, karena di situ kita belajar dan berkembang","sedih rasanya liat semua orang pada bahagia, sementara  aku terus-terusan capek dan lelah sama semua hidup yang aku jalanin",gue selalu bikin diary atau jurnal tiap hari. itu gue jadiin salah satu cara untuk refleksi diri dan melihat perkembangan kita dari waktu ke waktu serta bisa membuat kita terukur terkait keseharian kita,"['sapa', 'yang', 'mau', 'bawain', 'gue', 'bunga', 'mumpung', 'di', 'dpn', 'kampus', 'banyak', 'yang', 'jualan', 'nih', 'hihi']","['sapa', 'bawain', 'gue', 'bunga', 'mumpung', 'dpn', 'kampus', 'jualan', 'hihi']","['sapa', 'yang', 'mau', 'bawain', 'saya', 'bunga', 'mumpung', 'di', 'dpn', 'kampus', 'banyak', 'yang', 'jualan', 'nih', 'hihi']"
mall rame banget yaa tapi seru sii ketemu banyak orang,"gatau ya, gue itu kadang suka banget sama orang yang selalu ramah ke siapa aja, dilihat bikin bahagia sama adem gitu lohh","kelar rapat seneng banget gue, diskusinya produktif banget dan semua juga sepakat sama rencana proyek kita yg baru. semoga lancar sampai akhir",tiap hari gue harus berjuang melawan rasa takut dalam diri gue yang ngga pernah hilang. gatau sampai kapan gue bisa ngerasaain hidup dengan tenang lagi,gue suka banget nonton talkshow yang inspiratif. banyak banget ide-ide yang bisa gue dapetin dari narasumber,"['mall', 'rame', 'banget', 'yaa', 'tapi', 'seru', 'sii', 'ketemu', 'banyak', 'orang']","['mall', 'rame', 'banget', 'yaa', 'seru', 'sii', 'ketemu', 'orang']","['mall', 'rame', 'banget', 'yaa', 'tetapi', 'seru', 'sii', 'ketemu', 'banyak', 'orang']"
antusias banget rasanya karena besok hari pertama gue masuk kerja di kantor baru,"gapapa deh gue ngalah gak dapet giliran hari ini, daripada nanti ribut sama orang dan temen temen gue.","gue selalu persiapkan dan selesaikan semua tugas sekolah waktu malam hari, jadi besok paginya ketika akan berangkat sekolah semua nya sudah beres.","gue cemas deh, soalnya besok ujiannya di kampus gue banyak banget..",penasaran deh nanti hal hal baru apa yang bisa gue pelajarin di tempat kerja gue yang baru! excited banget rasanya.,"['antusias', 'banget', 'rasanya', 'karena', 'besok', 'hari', 'pertama', 'gue', 'masuk', 'kerja', 'di', 'kantor', 'baru']","['antusias', 'banget', 'besok', 'gue', 'masuk', 'kerja', 'kantor']","['antusias', 'banget', 'rasanya', 'karena', 'besok', 'hari', 'pertama', 'saya', 'masuk', 'kerja', 'di', 'kantor', 'baru']"
takut ngerepotin tapi daripada gue gak bisa selesei kalo ngerjain sendiri mendingan gue bareng bareng kerja kelompok sama temen deh,"yang paling mahal di dunia ini itu buat gue adalah waktu, kesempatan, kepercayaan, kejujuran, kata maaf, komunikasi dan juga kata kata terima kasih..","orangtua yang punya pondasi finansial yang kokoh dan punya psrinsip serta komitmen yang kuat, akan memudahkan langkah anaknya menuju masa depan..","kayaknya emang jangan jadi orang yang gampang percaya sama orang lain deh, apalagi baru kenal, bisa bisa kita rugi ntar, gampang ditipu, sedih banget kan.. ","baru tau artotel group punya property cabin yang letaknya di kawasan wisata gunung bromo, liat review orang orang view nya bagus bangeeettt.","['takut', 'ngerepotin', 'tapi', 'daripada', 'gue', 'gak', 'bisa', 'selesei', 'kalo', 'ngerjain', 'sendiri', 'mendingan', 'gue', 'bareng', 'bareng', 'kerja', 'kelompok', 'sama', 'temen', 'deh']","['takut', 'ngerepotin', 'gue', 'selesei', 'ngerjain', 'mendingan', 'gue', 'bareng', 'bareng', 'kerja', 'kelompok', 'temen', 'deh']","['takut', 'ngerepotin', 'tetapi', 'daripada', 'saya', 'tidak', 'bisa', 'selesei', 'kalau', 'ngerjain', 'sendiri', 'mendingan', 'saya', 'bareng', 'bareng', 'kerja', 'kelompok', 'sama', 'temen', 'deh']"
kangen ih sama kamu ketemu mau gaa,"kalian tau boomerang kan? nah itu berlaku buat kebaikan, kalau misal kita baik ya kebaikan itu bakal balik lagi ke kita","kemauan keras bikin kita ga mudah nyerah. dengan tekad yang kuat, semua rintangan bisa pasti bisa kita atasi","capeknya bukan cuman di fisik aja si, tapi mental juga. kadang gue bingung harus gimana lagi biar gue ga takut sama hari besok yang bakal gue jalanin",selalu penasaran sama apa aja yang ada di luar angkasa. aku pengen banget jadi ilmuwan astronomi supaya bisa menjelajah bintang-bintang dan melihat sistem tata surya,"['kangen', 'ih', 'sama', 'kamu', 'ketemu', 'mau', 'gaa']","['kangen', 'ih', 'ketemu', 'gaa']","['kangen', 'ih', 'sama', 'kamu', 'ketemu', 'mau', 'gaa']"
besok mau hangout sama tementemen ada yang mau ikut,"gaes, jadilah orang yang jujur dalam setiap tindakan yang kita lakuin, biar kita hidup dengan tenang hihi",gue lulus kuliah dgn predikat cumlaude gaes. kuncinya ya belajar yg rajin sama disiplin dalam hal apapun. bangga deh sama dir gue sendiri.,"kecewa banget sama diri gue sendiri, ga pernah bisa jadi apa yang gue dan keluarga gue harapin. selalu gagal buat memenuhi ekspektasi",diskusi intelktual tuh penting bgt loh gaes. bisa nambah wawasan sama bikin kita lebih terbuka sama pandangan yg beda,"['besok', 'mau', 'hangout', 'sama', 'tementemen', 'ada', 'yang', 'mau', 'ikut']","['besok', 'hangout', 'tementemen']","['besok', 'mau', 'hangout', 'sama', 'tementemen', 'ada', 'yang', 'mau', 'ikut']"
kalian yg jarang ketemu sama orang mending kalian bersosialisasi deh percaya ga percaya sosialisasi bisa buat hidup jadi lebih senang loh gaiss,"jujur, gue kalo ada masalah sama orang, mending gue yang ngalah deh, gue orangnya ga suka ribut-ribut","gue abis naik jabatan, dan tanggung jawab di kantor gue makin gede. tapi kesempatan ini ga akan gue sia-siain. let's do this","bingung banget kenapa semuanya bisa terjadi, kenapa harus jadi ribet gini. padahal gue cuma pengin hidup tenang","menurut gue merdeka ya berarti kita memiliki kebebasan buat berpikir, bicara dan bertindak sesuai dgn keyakinan kita. ini adalah hak yang mesti kita pertahankan","['kalian', 'yg', 'jarang', 'ketemu', 'sama', 'orang', 'mending', 'kalian', 'bersosialisasi', 'deh', 'percaya', 'ga', 'percaya', 'sosialisasi', 'bisa', 'buat', 'hidup', 'jadi', 'lebih', 'senang', 'loh', 'gaiss']","['jarang', 'ketemu', 'orang', 'mending', 'bersosialisasi', 'deh', 'percaya', 'percaya', 'sosialisasi', 'hidup', 'senang', 'gaiss']","['kalian', 'yang', 'jarang', 'ketemu', 'sama', 'orang', 'mending', 'kalian', 'bersosialisasi', 'deh', 'percaya', 'tidak', 'percaya', 'sosialisasi', 'bisa', 'buat', 'hidup', 'jadi', 'lebih', 'senang', 'loh', 'gaiss']"
gue orangnya gak bisa banget kesepian harus ada aja yang temenin gue ato ya gue temenin orang yang penting gue gak sendiri gue suka keramaian,"gue diajarin supaya selalu berbagi kebaikan ke orang lain dimanapun gue berada, apapun yang gue bisa kasih, atau apapun yang gue bisa bantu semampu gue.","gue terbiasa bikin rencana, minimal gue udah planning buat seminggu ke depan gue bakal ngapain aja.",ini gue lagi pms apa gimana ya? naik turun mulu mood gue dari kemaren.,"penasaran deh sama calon kaka ipar gue, katanya baik banget dan cantik pula, intinya gue seneng banget karna bakal dapat anggota keluarga baru!","['gue', 'orangnya', 'gak', 'bisa', 'banget', 'kesepian', 'harus', 'ada', 'aja', 'yang', 'temenin', 'gue', 'ato', 'ya', 'gue', 'temenin', 'orang', 'yang', 'penting', 'gue', 'gak', 'sendiri', 'gue', 'suka', 'keramaian']","['gue', 'orangnya', 'banget', 'kesepian', 'temenin', 'gue', 'ato', 'gue', 'temenin', 'orang', 'gue', 'gue', 'suka', 'keramaian']","['saya', 'orangnya', 'tidak', 'bisa', 'banget', 'kesepian', 'harus', 'ada', 'saja', 'yang', 'temenin', 'saya', 'ato', 'ya', 'saya', 'temenin', 'orang', 'yang', 'penting', 'saya', 'tidak', 'sendiri', 'saya', 'suka', 'keramaian']"
aku sama teman teman dekatku dari dulu gak pernah pisah selalu main bareng wakopun kita semua beda beda sekolah seru banget deh pokoknya,"walaupun dunia lagi gak baik ke kita, kita harus tetep jadi orang baik.","kesuksesan gue di projek ini berasa banget, karna dulu gak ada yang percaya ini bakal sukses.","kenapa gue gampang sedih ya orangnya? gampang depresi, gampang putus asa..","gue cewek dengan 1001 hobi, iya, gue emang tertarik sama banyak hal!","['aku', 'sama', 'teman', 'teman', 'dekatku', 'dari', 'dulu', 'gak', 'pernah', 'pisah', 'selalu', 'main', 'bareng', 'wakopun', 'kita', 'semua', 'beda', 'beda', 'sekolah', 'seru', 'banget', 'deh', 'pokoknya']","['teman', 'teman', 'dekatku', 'pisah', 'main', 'bareng', 'wakopun', 'beda', 'beda', 'sekolah', 'seru', 'banget', 'deh', 'pokoknya']","['saya', 'sama', 'teman', 'teman', 'dekatku', 'dari', 'dulu', 'tidak', 'pernah', 'pisah', 'selalu', 'main', 'bareng', 'wakopun', 'kita', 'semua', 'beda', 'beda', 'sekolah', 'seru', 'banget', 'deh', 'pokoknya']"
pokoknyaa semuaa makanan yang ada kejunya ituuu enakk bangettt lovee kejuu,"jujur ya, sedekah itu kayak energizer buat kebaikan. semakin sering, semakin berasa positif energinya!","salah itu wajar karena kita semua sama-sama lagi belajar, asalkan jangan menyerah di tengah jalan aja buat mencapai tujuan kita ya!","mungkin semua orang capek sama aku, maaf ya","gue seniman, tapi seni gue enggak selalu dihargai. tapi yaudahlah, seni itu soal ekspresi, bukan cuma tentang apresiasi.","['pokoknyaa', 'semuaa', 'makanan', 'yang', 'ada', 'kejunya', 'ituuu', 'enakk', 'bangettt', 'lovee', 'kejuu']","['pokoknyaa', 'semuaa', 'makanan', 'kejunya', 'ituuu', 'enakk', 'bangettt', 'lovee', 'kejuu']","['pokoknyaa', 'semuaa', 'makanan', 'yang', 'ada', 'kejunya', 'ituuu', 'enakk', 'bangettt', 'lovee', 'kejuu']"
gue dan temanteman lagi ngerencanain pesta besar untuk merayakan kesuksesan kami seru banget rasanya ingin cepatcepat sampai hari pesta,"jangan menilai seseorang dari penampilan fisik atau status sosialnya. kita gak tau perjuangan apa yang mereka alami. prasangka buruk mah, skip aja!",asal punya komitmen mah semua rencana yang dibuat di awal pasti bakalan tercapai kok guys,"belakangan ini emosi gak stabil banget. sering cemas berlebih dan overthinking, kebanyakan liat layar",mending belajar dulu deh baru bikin inovasi.,"['gue', 'dan', 'temanteman', 'lagi', 'ngerencanain', 'pesta', 'besar', 'untuk', 'merayakan', 'kesuksesan', 'kami', 'seru', 'banget', 'rasanya', 'ingin', 'cepatcepat', 'sampai', 'hari', 'pesta']","['gue', 'temanteman', 'ngerencanain', 'pesta', 'merayakan', 'kesuksesan', 'seru', 'banget', 'cepatcepat', 'pesta']","['saya', 'dan', 'temanteman', 'lagi', 'ngerencanain', 'pesta', 'besar', 'untuk', 'merayakan', 'kesuksesan', 'kami', 'seru', 'banget', 'rasanya', 'ingin', 'cepatcepat', 'sampai', 'hari', 'pesta']"
liburan di semarang orangnya ramahramah banget jadi pengin balik lagi ke semarang,jangan lupa buat tulus dalam setiap tindakan hehe,"bantu junior di kantor buat berkembang itu pengalaman yang berharga. disiplin dan kerja sama, kita bisa belajar banyak satu sama lain. mentoring itu win-win solution buat semua","tiap kali gue nyoba hal baru pasti gagal, ga ada tuh gue berhasil. semuanya cuman bikin gue frustasi",kalian pernah mengamati keindahan alam di sekitar kalian ga? dengan mengamati alam itu bisa bikin kita sadar berapa kreatifnya tuhan dalam menciptakan dunia,"['liburan', 'di', 'semarang', 'orangnya', 'ramahramah', 'banget', 'jadi', 'pengin', 'balik', 'lagi', 'ke', 'semarang']","['liburan', 'semarang', 'orangnya', 'ramahramah', 'banget', 'pengin', 'semarang']","['liburan', 'di', 'semarang', 'orangnya', 'ramahramah', 'banget', 'jadi', 'pengin', 'balik', 'lagi', 'ke', 'semarang']"
liburan ke santorini bersama keluarga adalah mimpi yang jadi nyata rumahrumah putih dengan atap biru sunset indah dan cerita keluarga yang penuh kebahagiaan,"abis donor darah di pmi, rasanya kayak jadi superhero dunia nyata. ayo, temen-temen, ikutan!",aku suka kalau barang-barangku rapi. aku merasa lebih tenang dan fokus ketika sekitarku tertata rapi.,"masa depan gatau mau dibawa ke mana, gak ada tujuan, gak ada pegangan, dan lagi gak ada selera buat melanjutkan hidup yang udah gak ada artinya ini","tetap terbuka untuk mendengar berbagai sudut pandang tentang isu dunia, yuk saling berbagi pemikiran dengan penuh rasa hormat. 🌍✨","['liburan', 'ke', 'santorini', 'bersama', 'keluarga', 'adalah', 'mimpi', 'yang', 'jadi', 'nyata', 'rumahrumah', 'putih', 'dengan', 'atap', 'biru', 'sunset', 'indah', 'dan', 'cerita', 'keluarga', 'yang', 'penuh', 'kebahagiaan']","['liburan', 'santorini', 'keluarga', 'mimpi', 'nyata', 'rumahrumah', 'putih', 'atap', 'biru', 'sunset', 'indah', 'cerita', 'keluarga', 'penuh', 'kebahagiaan']","['liburan', 'ke', 'santorini', 'bersama', 'keluarga', 'adalah', 'mimpi', 'yang', 'jadi', 'nyata', 'rumahrumah', 'putih', 'dengan', 'atap', 'biru', 'sunset', 'indah', 'dan', 'cerita', 'keluarga', 'yang', 'penuh', 'kebahagiaan']"
mendingan dapet kamar hotel buat berdua sekalian deh daripada gue harus nginep sendiri di satu kamar semaleman,"jangan lupa yaaa…besok jadwal donor darah di pmi, yuk yuk yang udah pernah dan yang belum pernah, kita coba rutinkan gerakan membantu sesama.","tiap ada kerja kelompok selalu aja gue doang yang dateng tepat waktu. ya abis gimana, gue tipe yang terbiasa ngikutin jadwal dan peraturan..",apa gue yang kebanyakan ngeluh ya. tapi makin dewasa makin gampang sakit kepala sama sakit pinggang nih..,"rajin baca, nonton film film sains-dokumenter yang bermutu, dan harus rajin bertanya jangan malu-malu bertanya tentang apapun ke siapapun supaya kita lebih open minded.","['mendingan', 'dapet', 'kamar', 'hotel', 'buat', 'berdua', 'sekalian', 'deh', 'daripada', 'gue', 'harus', 'nginep', 'sendiri', 'di', 'satu', 'kamar', 'semaleman']","['mendingan', 'dapet', 'kamar', 'hotel', 'berdua', 'deh', 'gue', 'nginep', 'kamar', 'semaleman']","['mendingan', 'dapet', 'kamar', 'hotel', 'buat', 'berdua', 'sekalian', 'deh', 'daripada', 'saya', 'harus', 'menginap', 'sendiri', 'di', 'satu', 'kamar', 'semaleman']"
ih seneng banget deh bisa main drama teater bareng sama mas doi mana mas doi perhatian banget lagi ah jadi makin sukaaaa,kenapa di permasalahin nder itu namanya politik sehat kalo emng ada perbedaan pendapat wajar gk ada yg salah sama itu tapi kalo menjatohkan satu sama lain itu yg salah yakinin aja siapapun yg menang pasti pengen buat indonesia maju dah gitu aja loh,"inget guys usaha tanpa doa itu sombong, dan doa tanpa usaha itu bohong!","kamarku kotor berantakan kayak kapal pecah, terlalu males buat bersih-bersih karena nanti juga kotor lagi",time travel itu beneran bisa dilakuin kan? apa step pertama yang harus dilakuin ya biar bisa time travel,"['ih', 'seneng', 'banget', 'deh', 'bisa', 'main', 'drama', 'teater', 'bareng', 'sama', 'mas', 'doi', 'mana', 'mas', 'doi', 'perhatian', 'banget', 'lagi', 'ah', 'jadi', 'makin', 'sukaaaa']","['ih', 'seneng', 'banget', 'deh', 'main', 'drama', 'teater', 'bareng', 'mas', 'doi', 'mas', 'doi', 'perhatian', 'banget', 'ah', 'sukaaaa']","['ih', 'seneng', 'banget', 'deh', 'bisa', 'main', 'drama', 'teater', 'bareng', 'sama', 'mas', 'doi', 'mana', 'mas', 'doi', 'perhatian', 'banget', 'lagi', 'ah', 'jadi', 'makin', 'sukaaaa']"
guys ada yang mau nemenin gua hangout gaa,gue suka banget sama orang yang selalu tulus dalam membantu sesama,menurut gue rajin belajar dan bekerja itu kunci kita buat menghadapi masa depan. jangan lupa buat tetep fokus,"kayanya hidup gue cmn buat nahan sakit aja deh sama kecewa, gue menderita terus ngga pernah ada rasa bahagianya sedikit pun","menurut gue revolusi tuh ga selalu tentang perang, kadang, itu cuman masalah peubahan kecil yang bikin perbedaan jadi besar","['guys', 'ada', 'yang', 'mau', 'nemenin', 'gua', 'hangout', 'gaa']","['guys', 'nemenin', 'gua', 'hangout', 'gaa']","['guys', 'ada', 'yang', 'mau', 'nemenin', 'gua', 'hangout', 'gaa']"
kalian ada yang mau belanja bulanan ga bareng yuu,"tadi pas gue mau naik transjateng, gue liat ada ibu-ibu yang mau nyebrang tapi dia kebingungan gitu krn dia takut nyebrang, terus gue samperin dan gue bantu dia buat nyebrang, gue ngrasa gue jadi orang yang baik banget di dunia wkwk.",kadang sifat kaku itu penting biar tetap pada jalur yang benar. disiplin sama aturan dan prinsip bikin kita jadi lebih fokus,"orang-orang pada bilang buat coba lagi, gimana kalau misal kita udah ga kuat? udah dicoba berulang-ulang hasilnya nihil. aku harus yang gimana?",suka banget sama konsep minimalis. hidup dgn barang yang sedikit tapi punya nilai fungsionalitas yang tinggi bikin pikiran kita lebih tenang dan tidak terganggu ,"['kalian', 'ada', 'yang', 'mau', 'belanja', 'bulanan', 'ga', 'bareng', 'yuu']","['belanja', 'bulanan', 'bareng', 'yuu']","['kalian', 'ada', 'yang', 'mau', 'belanja', 'bulanan', 'tidak', 'bareng', 'yuu']"
hari ini gue shopping sepuasnya dapet diskon gede seneng banget bisa beli barangbarang kece tanpa khawatir,"habis sholat di masjid istiqlal terus ngeliat ke gereja katedral cantik banget yaaa, kayak di luar negeri wkwkwk",proyek kali ini pasti bakalan sukses karena persiapan 5 hari lalu udah extra banget,"aku makin pesimis deh, aku beneran ngerasa ga pantes kalo mau sama dia, aku cuma beban yang gabisa apa-apa",aku menghargai perbedaan pendapat dan perspektif pasanganku kok. aku selalu mau terbuka buat belajar dari mereka dan mengubah pendirianku,"['hari', 'ini', 'gue', 'shopping', 'sepuasnya', 'dapet', 'diskon', 'gede', 'seneng', 'banget', 'bisa', 'beli', 'barangbarang', 'kece', 'tanpa', 'khawatir']","['gue', 'shopping', 'sepuasnya', 'dapet', 'diskon', 'gede', 'seneng', 'banget', 'beli', 'barangbarang', 'kece', 'khawatir']","['hari', 'ini', 'saya', 'shopping', 'sepuasnya', 'dapet', 'diskon', 'gede', 'seneng', 'banget', 'bisa', 'beli', 'barangbarang', 'kece', 'tanpa', 'khawatir']"
,"bersyukur itu penting banget, guys. dengan bersyukur, kita jadi lebih menghargai apa yang kita punya dan nggak gampang ngeluh",,,,[],[],[]
ya tuhan aku rela kok tabungan menipis gapapa asal tetep bisa liburan rame rame bareng temen temenku ini selamanyaaaaa,"kindness is cycle, jangan pernah berhenti jadi orang baik..",lagi belajar time management ala rasulullah..,"pernah gak sih ngerasa hidup lu jadi berantakan, gara gara satu hal gak beres atau mood yang tiba tiba berubah jadi bete sepanjang hari.",perubahan itu menakutkan tapi itu bikin hidup jadi berkembang.,"['ya', 'tuhan', 'aku', 'rela', 'kok', 'tabungan', 'menipis', 'gapapa', 'asal', 'tetep', 'bisa', 'liburan', 'rame', 'rame', 'bareng', 'temen', 'temenku', 'ini', 'selamanyaaaaa']","['tuhan', 'rela', 'tabungan', 'menipis', 'gapapa', 'tetep', 'liburan', 'rame', 'rame', 'bareng', 'temen', 'temenku', 'selamanyaaaaa']","['ya', 'tuhan', 'saya', 'rela', 'kok', 'tabungan', 'menipis', 'tidak apa apa', 'asal', 'tetep', 'bisa', 'liburan', 'rame', 'rame', 'bareng', 'temen', 'temenku', 'ini', 'selamanyaaaaa']"
kumpul keluarga besar hari ini ketawa bareng bikin hati adem hehe,"temen gue tiap hari jumat selalu nyedian makanan gratis buat orang yang abis solat jumat sama tukang kebersihan di jalan, salut deh, jadi terinspirasi ga sii","kalian ngerasa kah kalau meja kerja kita rapih dan terorganisir, bikin kerja kita lebih produktif dan nyaman.",tiap ada ujian gue selalu kena serangan pannic attack padahal gue selalu nyiapin dengan matang. tapi setiap ada ujian gue gabisa ngelak dari serangan itu,"percaya ga percaya, setiap orang punya kemampuan untuk mengubah dunia. tinggal gimana cara kita memulainya","['kumpul', 'keluarga', 'besar', 'hari', 'ini', 'ketawa', 'bareng', 'bikin', 'hati', 'adem', 'hehe']","['kumpul', 'keluarga', 'ketawa', 'bareng', 'hati', 'adem']","['kumpul', 'keluarga', 'besar', 'hari', 'ini', 'ketawa', 'bareng', 'bikin', 'hati', 'adem', 'hehe']"
